Headline,Body ID
"Legislation should not protect obese",92179
"Do not stop taxing capital gains",91237
"Mother Teresa should be canonized",90287
"US should attack Syria",93130
"The Atlantic coast should be opened to drilling",91802
"Colorado didn't go too far with pot",90769
"No, the laws should not be toughened",91684
"Abolish Birthright Citizenship",94250
"Nuclear power is not the answer to climate change",92296
"Brazil should not postpone Olympics",90767
"Rim should be raised",91038
"Foreign language classes should be mandatory in college",92407
"Veganism is good for everyone",92962
"Felons should be allowed to vote",93144
"Teachers do not need to have experience",90567
"Charter schools are cherry-picking students",93675
"Fees are necessary",91326
"Greece should abandon Euro",92610
"Parents' religious beliefs should allow them to refuse medical care for their children",93853
"Nuclear power is not the answer to climate change",92906
"Vaccination should be mandatory for all children",91244
"Germany should abandon the Euro",93835
"Modern men are manly enough",91029
"The bar is not too low to get into law school",93414
"Police is reacting to dangers",93747
"Marijuana is a gateway drug",90784
"Schoold day should be longer",93490
"Supporting Israel helps",92692
"Comment sections have failed",91134
"Guns should be permitted on college campuses",92553
"Foreign language classes should be mandatory in college",94427
"College free for everyone",94027
"Iran doesn't remain a threat",92999
"Supporting Israel helps",91756
"Do not drop sports program in undergraduate schools",92666
"TFA has not raised the status of teachers",92443
"Supporting Israel helps",93160
"Not to tip",93883
"Do not stop taxing capital gains",90228
"Do not legitimize Frisbee",92039
"Voting should be a constitutional right",92079
"Schoold day should be longer",94405
"No, it can't denounce",91041
"Non-Muslims help women by wearing hijabs",93815
"Writing can be assessed",90645
"Guns should be permitted on college campuses",92125
"College should be free",91932
"Salt should have a place at the table",92353
"Queen Elizabeth II should not step down",94254
"Extreme parenting is counterproductive",91921
"Farms could survive without illegal labor",91831
"Drug addicts should be forced into treatment",91860
"Tracking kids does not invade privacy",94318
"Vaccination should be mandatory for all children",91236
"Veganism is good for everyone",92501
"Greece's anti-austerity government can succeed",90638
"Vaccination should be mandatory for all children",90011
"Kurds are allies in SyriaAllies",93495
"Abolish Birthright Citizenship",93223
"Prostituion is safer when it's legal",90820
"Home-schoolers should not play for high school teams",90815
"Women should be encouraged to have kids at home",93218
"People are getting dumber",91909
"Doping should be allowed",91285
"Police is reacting to dangers",93200
"Parents' religious beliefs should allow them to refuse medical care for their children",90562
"Abolish Birthright Citizenship",93438
"Vaccination should be mandatory for all children",90746
"Students should be taught cursive",93138
"No, it can't denounce",92619
"Public universities are neglecting in-state students",92288
"It should be illegal to declaw your cat",90675
"Royal Couple could be a modern family",94189
"Tenure protects bad teachers",92672
"Legislation should not protect obese",90828
"Colleges do not need humanities programs",92201
"Vaccination should be mandatory for all children",93911
"No, it can't be used for fighting deseases",92160
"Do not stop taxing capital gains",93686
"Government should grade colleges",91530
"Immigration is not really a problem",90352
"Unpaid intenship exploit college students",90391
"Parents' religious beliefs should allow them to refuse medical care for their children",93845
"Unpaid intenship exploit college students",92548
"The Atlantic coast should be opened to drilling",91094
"No, it can't denounce",91033
"Obamacare is not working",91778
"Germany should abandon the Euro",92491
"No, it can't denounce",92988
"Guns should be permitted on college campuses",93646
"Fees are necessary",91452
"Teachers do not need to have experience",91173
"Marijuana is a gateway drug",92352
"Colorado didn't go too far with pot",92167
"Comment sections have failed",92129
"Public universities are neglecting in-state students",91873
"Affirmative actions should be based on income",92631
"New York's bike lanes are not working",93324
"We should manipulate our dreams",93961
"Comment sections have failed",91777
"Companies can excel without making workers miserable",90157
"Doping should be allowed",94154
"Christians have created a harmful atmosphere for gays",93905
"Electric cars will not succeed",93325
"The U.S. Embassy should be moved from Tel Aviv to Jerusalem",92108
"Christians have created a harmful atmosphere for gays",90713
"Dual citizenship should be allowed",92930
"Colorado didn't go too far with pot",94377
"Queen Elizabeth II should not step down",90250
"Modern men are manly enough",91024
"Overcrowding is a legitimate threat",90367
"Abolish Birthright Citizenship",93530
"Charter schools are cherry-picking students",94285
"Speech can be limited for public workers",94255
"Olympics are more trouble",90940
"Medicare doesn't need to be reformed",93789
"Felons should be allowed to vote",93725
"We should disband NATO",93866
"Companies can be trusted",93923
"Companies should be allowed to patent genes",90740
"Public preschool is a smart investment",90326
"Miss America is bad for women",91629
"Iran doesn't remain a threat",92998
"College should be free",91881
"Euro bonds can save the Union",92084
"Nuclear power is not the answer to climate change",92585
"Christians have created a harmful atmosphere for gays",90661
"New York's bike lanes are not working",92377
"No, it can't denounce",91154
"Police officers should be required to wear cameras",90115
"Nations should not recognize a Palestinian state",93568
"Amazon will kill off publishers",93147
"Rich politicans are less corruptible",92510
"It should be illegal to declaw your cat",92051
"Home schoolers deserve a tax break",94373
"Supporting Israel helps",91771
"Ruining",91397
"Kurds are allies in SyriaAllies",92764
"Legislation should not protect obese",94264
"Dual citizenship should be allowed",92783
"Open office layout should be reconsidered",91245
"No, it can't denounce",94253
"We don't need libraries",92768
"Public preschool is a smart investment",93866
"3-D printing will change the world",93751
"Police is reacting to dangers",92187
"Fees are necessary",92994
"Veganism is good for everyone",94436
"Do not stop taxing capital gains",93305
"Nations should not recognize a Palestinian state",91354
"Sport leagues should enjoy nonprofit status",90479
"Mother Teresa should be canonized",91487
"Supreme court is not too powerful",90860
"Wealthy colleges deserve tax breaks",91089
"Government should grade colleges",92901
"Home schoolers deserve a tax break",91870
"Supporting Israel helps",92785
"Veganism is good for everyone",91751
"Supporting Israel helps",91753
"Government should grade colleges",90377
"Do not drop sports program in undergraduate schools",91423
"Miss America is bad for women",91111
"No, it can't denounce",92052
"Salt should have a place at the table",90703
"It is fair to rate professors online",90724
"Democracies should have monarchs",94058
"The bar is not too low to get into law school",91129
